archive_stage,artifact_id,old_path,archive_path,object_type,size_bytes,sha256,disposition,license_id,redistribution_status,canonical_artifact_id,payload_retention,replacement_relation,reason
00-snapshot-inventory,dataset-artifact-e940175f4b735cdd7c14d373,processing/migration/00_freeze_check.md,intermediate/00-snapshot-inventory/payload/migration/00_freeze_check.md,file,4802,b79f531a31a99b0b65be129e6c8e1cf6d8abaf71209e5e58f520fbfd4c036048,intermediate,CC-BY-SA-4.0,pending_step_06_license_audit,dataset-artifact-e940175f4b735cdd7c14d373,external-read-only-reference,indexed_without_copy_pending_release_backend_and_content_gate,Payload is retained only by content hash and source-relative location; this avoids duplicate bytes and prevents unreviewed legacy content entering regular Git.
00-snapshot-inventory,dataset-artifact-064b3184a1e4cf215acec7aa,processing/migration/01_git_boundaries.md,intermediate/00-snapshot-inventory/payload/migration/01_git_boundaries.md,file,244696,049259fb947ec047c6bcecbd24679680a7506493bdfdd4990efa6f74c5403c17,intermediate,CC-BY-SA-4.0,pending_step_06_license_audit,dataset-artifact-064b3184a1e4cf215acec7aa,external-read-only-reference,indexed_without_copy_pending_release_backend_and_content_gate,Payload is retained only by content hash and source-relative location; this avoids duplicate bytes and prevents unreviewed legacy content entering regular Git.
00-snapshot-inventory,dataset-artifact-611ff62990c3ad1581c69656,processing/migration/01_inventory.csv,intermediate/00-snapshot-inventory/payload/migration/01_inventory.csv,file,1711781,127433ee28adc881cde2f65df7a1b39e05e081df318cf65a9bd78a576083b689,intermediate,CC-BY-SA-4.0,pending_step_06_license_audit,dataset-artifact-611ff62990c3ad1581c69656,external-read-only-reference,indexed_without_copy_pending_release_backend_and_content_gate,Payload is retained only by content hash and source-relative location; this avoids duplicate bytes and prevents unreviewed legacy content entering regular Git.
00-snapshot-inventory,dataset-artifact-71ffc290e715c91014160bea,processing/migration/01_inventory_summary.json,intermediate/00-snapshot-inventory/payload/migration/01_inventory_summary.json,file,7990,a0ceca2627ab6200612ffa78f813d0790f069ccfedc833960b9c42001bcd4414,intermediate,CC-BY-SA-4.0,pending_step_06_license_audit,dataset-artifact-71ffc290e715c91014160bea,external-read-only-reference,indexed_without_copy_pending_release_backend_and_content_gate,Payload is retained only by content hash and source-relative location; this avoids duplicate bytes and prevents unreviewed legacy content entering regular Git.
00-snapshot-inventory,dataset-artifact-73a3327858c1e4aba6d7ebe7,processing/migration/01_path_references.csv,intermediate/00-snapshot-inventory/payload/migration/01_path_references.csv,file,1325261,1b568c6e42ccd34dd880b27ab7faaef947ec824f42d942733ceb958ade3cd7df,intermediate,CC-BY-SA-4.0,pending_step_06_license_audit,dataset-artifact-73a3327858c1e4aba6d7ebe7,external-read-only-reference,indexed_without_copy_pending_release_backend_and_content_gate,Payload is retained only by content hash and source-relative location; this avoids duplicate bytes and prevents unreviewed legacy content entering regular Git.
00-snapshot-inventory,dataset-artifact-01bcacd56e08587064ec8994,processing/migration/02_ambiguities.md,intermediate/00-snapshot-inventory/payload/migration/02_ambiguities.md,file,58704,6692eb5fe0b569104d2c71dc97ec19c98c7dbbe7b8407b61de0758f1d72c3f88,intermediate,CC-BY-SA-4.0,pending_step_06_license_audit,dataset-artifact-01bcacd56e08587064ec8994,external-read-only-reference,indexed_without_copy_pending_release_backend_and_content_gate,Payload is retained only by content hash and source-relative location; this avoids duplicate bytes and prevents unreviewed legacy content entering regular Git.
00-snapshot-inventory,dataset-artifact-aa95dc32206d506a12500b09,processing/migration/02_path_mapping.csv,intermediate/00-snapshot-inventory/payload/migration/02_path_mapping.csv,file,2085224,78891e63d532a54d12fdae49095d46d6b24f1df9f09b79ad6ec857f8e02700cc,intermediate,CC-BY-SA-4.0,pending_step_06_license_audit,dataset-artifact-aa95dc32206d506a12500b09,external-read-only-reference,indexed_without_copy_pending_release_backend_and_content_gate,Payload is retained only by content hash and source-relative location; this avoids duplicate bytes and prevents unreviewed legacy content entering regular Git.
00-snapshot-inventory,dataset-artifact-c68b792f737e5b1dec55adaa,processing/migration/03_batch_migration_log.json,intermediate/00-snapshot-inventory/payload/migration/03_batch_migration_log.json,file,27646,24b096b00f399532ba7065dc3e78fbbad85ecf81339c9c873d6c50443db81b4e,intermediate,CC-BY-SA-4.0,pending_step_06_license_audit,dataset-artifact-c68b792f737e5b1dec55adaa,external-read-only-reference,indexed_without_copy_pending_release_backend_and_content_gate,Payload is retained only by content hash and source-relative location; this avoids duplicate bytes and prevents unreviewed legacy content entering regular Git.
00-snapshot-inventory,dataset-artifact-95832f3531e419f272d56b5f,processing/migration/03_batch_migration_log.md,intermediate/00-snapshot-inventory/payload/migration/03_batch_migration_log.md,file,2495,d527801813e3a847f2417241c09561f5b7f73a9b9a1740855b06722abe67c100,intermediate,CC-BY-SA-4.0,pending_step_06_license_audit,dataset-artifact-95832f3531e419f272d56b5f,external-read-only-reference,indexed_without_copy_pending_release_backend_and_content_gate,Payload is retained only by content hash and source-relative location; this avoids duplicate bytes and prevents unreviewed legacy content entering regular Git.
00-snapshot-inventory,dataset-artifact-bec3122179f156fabf61ecd3,processing/migration/04_git_cutover.json,intermediate/00-snapshot-inventory/payload/migration/04_git_cutover.json,file,1788223,69232f5f06b0bd09c2c99dd3afc5d077b9ba904c512e7f9a93d99cc5c622c764,intermediate,CC-BY-SA-4.0,pending_step_06_license_audit,dataset-artifact-bec3122179f156fabf61ecd3,external-read-only-reference,indexed_without_copy_pending_release_backend_and_content_gate,Payload is retained only by content hash and source-relative location; this avoids duplicate bytes and prevents unreviewed legacy content entering regular Git.
00-snapshot-inventory,dataset-artifact-f8d02ecc22bef7d872c7438b,processing/migration/04_git_cutover.md,intermediate/00-snapshot-inventory/payload/migration/04_git_cutover.md,file,1160,c7d3b1ed6884fcf24e5086385f83d75eee9a7787f7634d4907a63e05d066c4c7,intermediate,CC-BY-SA-4.0,pending_step_06_license_audit,dataset-artifact-f8d02ecc22bef7d872c7438b,external-read-only-reference,indexed_without_copy_pending_release_backend_and_content_gate,Payload is retained only by content hash and source-relative location; this avoids duplicate bytes and prevents unreviewed legacy content entering regular Git.
00-snapshot-inventory,dataset-artifact-6feed51111970510094c7969,processing/migration/05_path_compatibility_notes.md,intermediate/00-snapshot-inventory/payload/migration/05_path_compatibility_notes.md,file,1464,d85d6babc31e1419c1a60dc6fc205b98ae6ed672a9e8953515935d1ac8751794,intermediate,CC-BY-SA-4.0,pending_step_06_license_audit,dataset-artifact-6feed51111970510094c7969,external-read-only-reference,indexed_without_copy_pending_release_backend_and_content_gate,Payload is retained only by content hash and source-relative location; this avoids duplicate bytes and prevents unreviewed legacy content entering regular Git.
00-snapshot-inventory,dataset-artifact-48e3998440480e04a75dac2e,processing/migration/05_path_reference_manual_review.csv,intermediate/00-snapshot-inventory/payload/migration/05_path_reference_manual_review.csv,file,175176,ae44b8ea3e132d404033c6d51bcf378a531cfd5bd61c78e8ae7b51c191d03605,intermediate,CC-BY-SA-4.0,pending_step_06_license_audit,dataset-artifact-48e3998440480e04a75dac2e,external-read-only-reference,indexed_without_copy_pending_release_backend_and_content_gate,Payload is retained only by content hash and source-relative location; this avoids duplicate bytes and prevents unreviewed legacy content entering regular Git.
00-snapshot-inventory,dataset-artifact-19561baffb50fade33aed6ca,processing/migration/05_path_reference_scan.csv,intermediate/00-snapshot-inventory/payload/migration/05_path_reference_scan.csv,file,322386,9ed4bbb09abfad7031c32f3138d2593ef90085640dae7cdcb95d26e16b1e4bd6,intermediate,CC-BY-SA-4.0,pending_step_06_license_audit,dataset-artifact-19561baffb50fade33aed6ca,external-read-only-reference,indexed_without_copy_pending_release_backend_and_content_gate,Payload is retained only by content hash and source-relative location; this avoids duplicate bytes and prevents unreviewed legacy content entering regular Git.
00-snapshot-inventory,dataset-artifact-a0684da7f5903fc0ffa26819,processing/migration/05_path_reference_scan_summary.json,intermediate/00-snapshot-inventory/payload/migration/05_path_reference_scan_summary.json,file,8650,9221c40ee18f45e99d91b61b00133376070b8dd5102114ee3957a2a15cdf2efd,intermediate,CC-BY-SA-4.0,pending_step_06_license_audit,dataset-artifact-a0684da7f5903fc0ffa26819,external-read-only-reference,indexed_without_copy_pending_release_backend_and_content_gate,Payload is retained only by content hash and source-relative location; this avoids duplicate bytes and prevents unreviewed legacy content entering regular Git.
00-snapshot-inventory,dataset-artifact-2ebd2808a5ada9179c95f20e,processing/migration/05_path_reference_update_summary.json,intermediate/00-snapshot-inventory/payload/migration/05_path_reference_update_summary.json,file,3029,92ace0b1ea773e732630f3ea1ffa1caef2cedc9754317dcec153b3851a196d51,intermediate,CC-BY-SA-4.0,pending_step_06_license_audit,dataset-artifact-2ebd2808a5ada9179c95f20e,external-read-only-reference,indexed_without_copy_pending_release_backend_and_content_gate,Payload is retained only by content hash and source-relative location; this avoids duplicate bytes and prevents unreviewed legacy content entering regular Git.
